Liên kết,Ảnh sản phẩm,Mã sản phẩm,Tên sản phẩm,Mã danh mục,Số sản phẩm đã bán,Giá,Giá thị trường,Tiết kiệm,Phần trăm giảm,Đánh giá trung bình,Số lượt đánh giá,Số lượt hỏi đáp,Barcode,Thương Hiệu,Xuất xứ thương hiệu,Nơi sản xuất,Loại da,Giới tính,Thành phần sản phẩm,Hướng dẫn sử dụng,Đặc Tính,Vấn đề về da
https://hasaki.vn/san-pham/combo-3-phan-phu-innisfree-kiem-dau-dang-bot-khoang-5g-115521.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-combo-3-phan-phu-innisfree-kiem-dau-dang-bot-khoang-5g_TojGqQaTa8SRCBPK_img_385x385_622873_fit_center.png,422216964,Combo 3 Phấn Phủ innisfree Kiềm Dầu Dạng Bột Khoáng 5g ,52,3,458.000 ₫,540.000 ₫,82.000 ₫,-15%,5.0,5,25,,innisfree,Hàn Quốc,Korea,Da thường/Mọi loại da,Tất cả,"
Magnesium Potassium Fluorosilicate, Mica, Silica, Octyldodecyl Stearoyl Stearate, Silica Dimethicone Silylate, Squalane, Magnesium Myristate, Aluminum Starch Octenylsuccinate, Dimethicone, Sorbitan Isostearate, Methicone, Ethylhexylglycerin, Glyceryl Caprylate, Water / Aqua / Eau, Mineral Salts, Butylene Glycol, Mentha Arvensis Leaf Extract, Camellia Sinensis Leaf Extract, Tocopherol, Phenoxyethanol, 1,2-Hexanediol
 ","


Sử dụng bước sau cùng khi trang điểm để phủ lớp nền kiềm dầu. 


Có thể dặm ở vùng chữ T để kiềm dầu tốt hơn.


Dùng như lớp lót mắt để màu mắt lên chuẩn màu. 

 ",Không Màu,"Da dầu, lỗ chân lông to"
https://hasaki.vn/san-pham/phan-nuoc-laneige-cho-lop-nen-min-li-50h-21n1-15g-moi-120312.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-phan-nuoc-laneige-cho-lop-nen-min-li-50h-21n1-15g-moi-1712126591_img_385x385_622873_fit_center.jpg,422219306,Phấn Nước Laneige Cho Lớp Nền Mịn Lì 50H #21N1 15g (Mới),52,2,559.000 ₫,690.000 ₫,131.000 ₫,-19%,0.0,0,0,8809803579544,Laneige,Hàn Quốc,Korea,Da thường/Mọi loại da,Tất cả,"


Purified Water, Titanium Dioxide (Ci 77891), Cyclopentasiloxane, Methyl Trimethicone, Ethylhexyl Methoxycinnamate, Caprylyl Methicone, Peg-10 Dimethicone, Propanediol, Cyclohexasiloxane, Polymethyl Methacrylate, Zinc Oxide, Trimethylsiloxysilicate, Titanium Dioxide, Nylon-12, Lauryl Pg-9 Polydimethylsiloxyethyldimethicone, Hdi/Trimethylolhexyllactone Crosspolymer, Yellow Iron Oxide, Disteadimonium Hectorite, 1,2-Hexanediol, Aluminum Hydroxide, Sodium Chloride, Red Iron Oxide, Acrylate/Dimethicone Copolymer, Isopropyl Titanium Triisostearate, Acrylate/Ethylhexyl Acrylic Rate/Dimethicone Methacrylate Copolymer, Fragrance, Caprylyl Glycol, Bis-Peg-15 Dimethicone/Ipd Copolymer, Stearic Acid, Peg-2 Soiamine, Ethylhexylglycerin, Di Sodium Edta, Black Iron Oxide, Triethoxycaprylylsilane, Silica, Citronellol, Geraniol, Limonene, Bht, Hydroxycitronellal, Tocopherol
 

 ","


BƯỚC 1: Dùng bông phấn để lấy phấn, sau đó vừa phủ và dùng bông phấn vỗ nhẹ nhàng, tán đều toàn mặt da và vùng cổ để che phủ đều màu.
BƯỚC 2: Để có độ che phủ cao hơn, bạn có thể dặm lại một lớp phấn mỏng một lần nữa.
BƯỚC 3: Sử dụng lớp phần phủ dạng bột để làn da được mịn màn và nâng tone, bảo vệ lớp nền của bạn suốt ngày dài không lo bị vỡ hay mau trôi. 

 ",Dạng Lì,"Da dầu, lỗ chân lông to"
https://hasaki.vn/san-pham/phan-ma-hong-lilybyred-01-loveable-coral-hong-dao-47g-113931.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422215921-1698920666_img_385x385_622873_fit_center.png,422215921,Phấn Má Hồng Lilybyred 01 Loveable Coral - Hồng Cam Đào 4.7g,52,7,163.000 ₫,225.000 ₫,62.000 ₫,-28%,4.0,1,0,8809393727479,Lilybyred,Hàn Quốc,Korea,,Tất cả,"
Triethylhexanoin, Hydrogenated Poly(C6-14 Olefin), Polymethylsilsesquioxane, Macadamia Seed Oil Polyglyceryl-6 Esters Behenate, Silica, Octyldodecanol, Bis-Diglyceryl Polyacyladipate-2, Dipentaerythrityl hexahydroxystearate/hexastearate/hexarosinate, Polyglyceryl-2 Triisostearate, Mica (CI 77019), Polyethylene, Synthetic Candelilla Wax, Microcrystalline Wax, Isononyl Isononanoate, Yellow 6 lake (CI 15985), Red 28 Lake (CI 45410), Dimethicone, Sorbitan Isostearate, Cetyl PEG/PPG-10/1 Dimethicone, Titanium Dioxide (CI 77891), Tocopheryl Acetate, Phenoxyethanol, Red 7 Lake (CI 15850) ","
Lấy một lượng nhỏ sản phẩm và thoa nhẹ nhàng. ",,
https://hasaki.vn/san-pham/kem-nen-australis-bat-sang-che-phu-cao-mau-fairest-30ml-116273.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422217502-1704277613_img_385x385_622873_fit_center.png,422217502,Kem Nền Australis Bắt Sáng Che Phủ Cao Màu Fairest 30ml,52,3,340.000 ₫,425.000 ₫,85.000 ₫,-20%,5.0,3,2,9312658627395,australis,Úc,,Da thường/Mọi loại da,Tất cả,"
Thành phần chính: 


Chiết xuất Vitamin E và Vitamin C giúp da luôn mịn màng, ngăn lão hóa.


Hyaluronic Acid sẽ nuôi dưỡng cho da ẩm mịn, bảo vệ làn da khỏi các tổn thương do gốc tự do gây ra, từ đó ngăn ngừa lão hóa da. 


Ngoài ra, Ceramide & SPF15 kết nối chặt chẽ các tế bào da với nhau, “xây dựng” nên một “bức tường thành” bảo vệ vững chắc, ngăn ngừa sự mất nước và bảo vệ da khỏi các tác nhân gây hại từ môi trường.


Thành phần đầy đủ: 
Cyclopentasiloxane, Trimethylsiloxysilicate, Ethylhexyl Methoxycinnamate, Aqua, Butylene Glycol, Alcohol Denat, Glyxerin, Octocrylene, PEG-10 Dimethicone, Talc, Cetyl PEG/PPG-10/1 Dimethicone, Disteardimonium Hectorite, Phenyl Trimethicone, Silica, Dimethicone, Polymethylsilsesquioxane, Phenoxyethabol, Isostearic Acid, Disodium Stearoyl Glutamate, Aluminum Hydroxide, Dimethicone/Vinyl Dimethicone, Crosspolymer, Chlorphenesin, Tocopheryl/Acetate, Sodium Ascorbyl Phosphate, Propylene Glycol, Caprylic/Capric Triglyceride, BHT, Hammelis Virginiana Bark/ Leaf/Twig Extract, Sodium hyaluronate, Sodium Laurol Lactylate, Ceramide NP, Ceramide AP, Phytosphingosine, Brassica oleracea Acephala Leaf Extract, Cholesterol, Xanthan Gum, Carbomer, Ethylhexylglyxerin, Ceramide EOP. 
 ","


Sử dụng sau bước kem lót.


Cho lượng kem vừa đủ ra tay và chấm thành nhiều điểm trên da.


Dùng cọ hoặc bông mút trang điểm tán đều kem nền khắp da mặt và cổ.

 ",,
https://hasaki.vn/san-pham/kem-lot-australis-che-mun-khang-viem-giam-sung-do-30ml-114910.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422216588-1700622276_img_385x385_622873_fit_center.png,422216588,"Kem Lót Australis Che Mụn, Kháng Viêm, Giảm Sưng Đỏ 30ml",52,4,255.000 ₫,320.000 ₫,65.000 ₫,-20%,5.0,1,0,9312658627593,australis,Úc,Australia,,Tất cả,"
1. Kem Lót Australis Fresh & Flawless Blemish Buster Acne Fighting Primer Che Mụn, Kháng Viêm, Giảm Sưng Đỏ 30ml
Thành phần chính:


Thành phần Vitamin C, E và Salicylic Acid hỗ trợ bảo vệ da và làm mờ các vết thâm.


Dầu hoa anh thảo và dầu hạt Argan hoạt động như chất dưỡng ẩm giúp cấp ẩm cho làn da luôn mềm mượt suốt nhiều giờ.


Thành phần chi tiết:
Aqua (Water), Cyclopentasiloxane, Butylene glycol, PEG/PPG-18/18 dimethicone, Phenoxyethanol, Dimethicone crosspolymer, Carbomer, Chlorphenesin, Sodium hydroxide, Argania spinosa (Argan) kernel oil, Disodium EDTA, Oenothera biennis (Evening primrose) oil, Salicylic acid, Tocopheryl acetate, Maris aqua (Sea water), CI 42090 (Blue 1)
2. Kem Lót Australis Fresh & Flawless The Original Primer Dưỡng Ẩm, Ngừa Lão Hóa Cho Mọi Loại Da 30ml
Thành phần chính: 


Chứa các dẫn xuất vitamin A và C có đặc tính ngăn ngừa các dấu hiệu lão hóa, mang lại làn da tươi trẻ và săn chắc hơn.


Chiết xuất từ lô hội và dưa leo giúp giữ ẩm cho da hiệu quả.


Thành phần đầy đủ: 
Aqua (Water), lsononyl isononanoate, Cetearyl alcohol, Phenoxyethanol, Caprylyl glycol, Cetearyl isononanoate, Acrylates/C10-30 alkyl acrylate crosspolymer, Chlorphenesin, Tocopheryl acetate, C14-22 alcohols, C14-22 alcohols, Sodium ascorbyl phosphate, Sodium hydroxide, Disodium EDTA, Butylene glycol, C12-20 alkyl glucoside, Parfum (Fragrance), Citrus aurantium dulcis (Orange) peel oil, Cucumis sativus (Cucumber) fruit extract, Yeast extract, Aloe barbadensis (Aloe vera) leaf juice, Retinyl palmitate, Arachis hypogaea (Peanut) Oil, DMDM hydration, Diazolidinyl urea, Tocopherol,CI 14700 (Red 4),CI 19140 (Yellow 5)
3. Kem Lót Australis Fresh & Flawless Cya Later Pore Spot Primer Che Lỗ Chân Lông 30ml
Thành phần chính:


Kết cấu dạng gel trong suốt cùng công thức chứa dầu silicone phủ trên bề mặt giúp bạn tạo ra lớp nền mịn màng, che phủ dấu vết của lỗ chân lông và kiềm dầu siêu đỉnh.


Bổ sung chiết xuất dầu hạnh nhân & Vitamin E bảo vệ da, không gây mốc khi trang điểm, cấp ẩm & chống lão hóa cho da.


Thành phần chi tiết:
Cyclopentasiloxane, Dimethicone, Silica, Dimethicone/vinyl dimethicone crosspolymer, Dimethicone crosspolymer, Isononyl isononanoate, Polymethyl methacrylate, Laureth-4, Prunus amygdalus dulcis (Sweet almond) oil, Tocopheryl acetate, Aluminum hydroxide, Hydrogen dimethicone, CI 77891 (Titanium dioxide), CI 77492/ CI 77491/ CI 77499 (Iron oxides)
 ","


Sau khi dưỡng da, dùng đầu ngón tay thoa một lớp kem lót lên khắp mặt. 


Để khô trước khi thoa lớp kem nền yêu thích của bạn.

 ",,Da mụn
https://hasaki.vn/san-pham/hsd-03-2025-kem-nen-estee-lauder-lau-troi-1w2-sand-30ml-1-123527.html,https://media.hcdn.vn/catalog/product/g/o/google-shopping-kem-nen-lau-troi-estee-lauder-double-wear-spf10-1w2-sand-30ml-1691550693-1715928238_img_385x385_622873_fit_center.jpg,422222060,[HSD 03/2025] Kem Nền Estee Lauder Lâu Trôi 1W2 Sand 30ml,52,2,640.000 ₫,990.000 ₫,350.000 ₫,-35%,0.0,0,0,,Estee Lauder,Mỹ,,,Tất cả,"
 ","
 ",,
https://hasaki.vn/san-pham/phan-nuoc-lime-che-phu-cao-20-neutral-beige-da-tu-nhien-15g-115937.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-phan-nuoc-lime-che-phu-cao-20-neutral-beige-da-tu-nhien-15g_fpFYnSSVPwzAz8JC_img_385x385_622873_fit_center.png,422217224,Phấn Nước Lime Che Phủ Cao 20 Neutral Beige Da Tự Nhiên 15g,52,3,315.000 ₫,480.000 ₫,165.000 ₫,-34%,0.0,0,4,8809552771046,LIME,Hàn Quốc,Korea,Da thường/Mọi loại da,Tất cả,"
Thành phần chính:


Chứa các thành phần chiết xuất từ thiên nhiên như rễ hoa mẫu đơn, hoa anh đào và tro núi lửa có công dụng dưỡng sáng, giữ ẩm hiệu quả cho da.

 ","


Dùng bông phấn ấn nhẹ vào lõi hộp để lấy một lượng kem vừa đủ.


Chặm bông phấn lên da cho kem nền che phủ khắp mặt và cổ.


Có thể dặm thêm 1 lớp nữa nếu muốn trang điểm dày.


Sau đó có thể thực hiện các bước trang điểm khác.

 ",Dạng Lì,
https://hasaki.vn/san-pham/phan-ma-hong-vacosi-07-candy-peach-5g-8231.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-phan-ma-hong-vacosi-07-candy-peach-5g_1kCCUkbzBSAeS5Fo_img_385x385_622873_fit_center.png,201100107,Phấn Má Hồng Vacosi 07 Candy Peach 5g,52,10,94.000 ₫,,,,3.0,1,6,8809399372215,Vacosi,Hàn Quốc,,,Tất cả,"
Thành phần đầy đủ: 
Talc, Mica, Caprylic/Capric Triglyceride, Diisostearyl Malate, Dimethicol Stearate, Ci 77492 (Iron Oxides), Ci 77491 (Iron Oxides), Ci 15850 (Red 6), Ci 15850:1 (Red 7 Lake), Ci 19140 (Yellow 5 Lake), Methylparaben , Butylparaben, Fragrance ","


Dùng cọ má hồng lấy một lượng vừa đủ tán nhẹ lên má theo chuyển động tròn.


Để gương mặt thêm tự nhiên và rạng rỡ, bạn nên cười mĩm nhẹ nhàng khi thực hiện thao tác đánh má hồng.

 ",Dạng Lì,
https://hasaki.vn/san-pham/che-khuyet-diem-catrice-12h-lau-troi-020-light-beige-5ml-121124.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-che-khuyet-diem-catrice-12h-lau-troi-020-light-beige-5ml-1712893276_img_385x385_622873_fit_center.jpg,422219612,Che Khuyết Điểm Catrice 12H Lâu Trôi 020 Light Beige 5ml,52,8,128.000 ₫,179.000 ₫,51.000 ₫,-28%,0.0,0,0,4250947544686,Catrice,Ðức,Italy,Da thường/Mọi loại da,Tất cả,"
Thành phần chính:


Isododecane: cải thiện kết cấu sản phẩm, khóa ẩm, dưỡng ẩm cho da, làm mềm da, giúp da hấp thụ dưỡng chất một cách tốt nhất, tạo lớp màng bảo vệ da.


Cyclopentasiloxane: tăng cường khả năng bay hơi và khô nhanh của sản phẩm, cấp nước, củng cố lớp hàng rào bảo vệ da.


Polymethyl Methacrylate: cải thiện kết cấu sản phẩm, làm dày, làm mờ lỗ chân lông và nếp nhăn trên da, cho da mịn màng.


Thành phần chi tiết:
Aqua (Water), Isododecane, Isononyl Isononanoate, Glycerin, Polyglyceryl-3 Polyricinoleate, Lauroyl Lysine, Tocopherol, Polyglyceryl-3 Diisostearate, Hydrogenated Polycyclopentadiene, Disteardimonium Hectorite, Potassium Cetyl Phosphate, Sodium Chloride, Synthetic Beeswax, Ethylhexylglycerin, Xanthan Gum, Lecithin, Tetrasodium Glutamate Diacetate, Ascorbyl Palmitate, Citric Acid, Phenoxyethanol, Parfum (Fragrance), Ci 77491 (Iron Oxides), Ci 77492 (Iron Oxides), Ci 77499 (Iron Oxides), Ci 77891 (Titanium Dioxide).
 ","


Đối với mắt: che quầng thâm mắt bằng cách dùng cọ vẽ một hình tam giác ngược dưới mắt. Sau đó, dùng ngón áp út hoặc cọ tán đều kem theo chiều dọc đến vùng da dưới mắt cho đều màu.


Đối với vùng da mụn: thoa một chút kem trị mụn trước khi dùng che khuyết điểm.


Tạo khối: sử dụng hai màu kem che khuyết điểm bao gồm một màu tối hơn tông da (khoảng 1-2 tông) và một màu sáng hơn tông da (khoảng 1-2 tông). Dùng màu tối hơn viền các khu vực xương gò má, trán, cằm để tạo khối, màu sáng hơn dùng cho các khu vực bắt sáng của khuôn mặt như đầu mũi, nhân trung,...


Đối với chân mày: dùng kem che khuyết điểm tạo viền xung quanh chân mày rồi dặm nhẹ để làm lớp nền cho chân mày, sau đó sử dụng chì/bút kẻ mày để mày lên màu chuẩn và nét hơn.


Đối với môi: dùng kem che khuyết điểm tạo viền xung quanh môi rồi dặm nhẹ để làm lớp nền cho môi, sau đó mới sử dụng son để môi lên màu đẹp và chuẩn hơn.

 ",Dạng Lì,"Da dầu, lỗ chân lông to"
https://hasaki.vn/san-pham/kem-nen-australis-sang-mong-min-mau-fair-30ml-moi-109742.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422213570-1703641991_img_385x385_622873_fit_center.png,422213570,Kem Nền Australis Sáng Mỏng Mịn Màu Fair 30ml (Mới) ,52,4,229.000 ₫,286.000 ₫,57.000 ₫,-20%,5.0,5,1,9312658627609,australis,Úc,,"Da dầu, hỗn hợp dầu",Tất cả,"
Thành phần chính: 


Tinh dầu tràm trà: giúp kiểm soát dầu, ngăn ngừa mụn, tăng cường kiểm soát bã nhờn. 


Hyaluronic Acid: giúp cấp ẩm, duy trì độ ẩm cho da, giúp lớp nền mềm mượt cả ngày dài.


Vitamin E: giúp cấp ẩm, hỗ trợ ngăn ngừa lão hóa da.


Titanium Dioxide: là màng chắn vật lý chống lại các tia UV, chứa SPF15 bảo vệ da duới ánh nắng mặt trời.


Ethylhexyl Methoxycinnamate: là màng chắn chống lại tia UVB từ ánh nắng để bảo vệ da khỏi tổn thương, giảm cháy nắng và thay đổi các liên kết collagen bên trong do tia UV gây ra.


Glycerin: giúp giữ ẩm, giữ nước cho da.



Thành phần chi tiết: 
Aqua (Water), Cyclopentasiloxane, Titanium Dioxide, Ethylhexyl Methoxycinnamate, Butylene Glycol, Glycerin, Isocetyl Stearoyl Stearate, Talc, PEG-10 Dimethicone, Silica, Cetyl PEG/PPG-10/1 Dimethicone, Disteardimonium Hectorite, Pentylene Glycol, Phenyl Trimethicone, Phenoxyethanol, Isostearic Acid, Hydrated Silica, Chlorphenesin, Dimethicone/Vinyl Dimethicone Crosspolymer, Aluminum Hydroxide, Methicone, PEG-10, Tocopheryl Acetate, Dimethicone, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Sodium Hyaluronate, BHT, Tocopherol. May contain : CI 77491 (Iron Oxides), CI 77492 (Iron Oxides), CI 77499 (Iron Oxides), CI 77891 (Titanium Dioxide).
 ","


Thoa 1 lớp kem lót chuyên dụng của Australis.


Lắc đều tuýp sản phẩm kem nền, sau đó lấy một lượng kem vừa đủ lên đầu ngón tay hoặc mu bàn tay.


Thoa đều lên da, có thể dùng múthoặc cọ nền để tán đều hơn và giúp lớp nền trông ẩm mịn tự nhiên.


Dùng phấn phủ Australis phủ lại toàn bộ mặt. 


Sau đó tiếp tục với các bước trang điểm tiếp theo.

 ",,"Da dầu, lỗ chân lông to"
https://hasaki.vn/san-pham/kem-nen-australis-tuoi-sang-mong-min-mau-fair-30ml-106721.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422211350-1703643993_img_385x385_622873_fit_center.png,422211350,Kem Nền Australis Tươi Sáng Mỏng Mịn Màu Fair 30ml,52,4,229.000 ₫,286.000 ₫,57.000 ₫,-20%,0.0,0,0,9312658626848,australis,Úc,Australia,Da thường/Mọi loại da,Tất cả,"
Thành phần chính: 


Tinh dầu tràm trà: giúp kiểm soát dầu, ngăn ngừa mụn, tăng cường kiểm soát bã nhờn. 


Hyaluronic Acid: giúp cấp ẩm, duy trì độ ẩm cho da, giúp lớp nền mềm mượt cả ngày dài.


Vitamin E: giúp cấp ẩm, hỗ trợ ngăn ngừa lão hóa da.


Titanium Dioxide: là màng chắn vật lý chống lại các tia UV, chứa SPF15 bảo vệ da duới ánh nắng mặt trời.


Ethylhexyl Methoxycinnamate: là màng chắn chống lại tia UVB từ ánh nắng để bảo vệ da khỏi tổn thương, giảm cháy nắng và thay đổi các liên kết collagen bên trong do tia UV gây ra.


Glycerin: giúp giữ ẩm, giữ nước cho da.


Thành phần đầy đủ: 
Aqua (Water), Cyclopentasiloxane, Titanium Dioxide, Ethylhexyl Methoxycinnamate, Butylene Glycol, Glycerin, Isocetyl Stearoyl Stearate, Talc, PEG-10 Dimethicone, Silica, Cetyl PEG/PPG-10/1 Dimethicone, Disteardimonium Hectorite, Pentylene Glycol, Phenyl Trimethicone, Phenoxyethanol, Isostearic Acid, Hydrated Silica, Chlorphenesin, Dimethicone/Vinyl Dimethicone Crosspolymer, Aluminum Hydroxide, Methicone, PEG-10, Tocopheryl Acetate, Dimethicone, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Sodium Hyaluronate, BHT, Tocopherol. May contain : CI 77491 (Iron Oxides), CI 77492 (Iron Oxides), CI 77499 (Iron Oxides), CI 77891 (Titanium Dioxide). ","


Thoa 1 lớp kem lót chuyên dụng của Australis.


Lắc đều tuýp sản phẩm kem nền, sau đó lấy một lượng kem vừa đủ lên đầu ngón tay hoặc mu bàn tay.


Thoa đều lên da, có thể dùng mút hoặc cọ nền để tán đều hơn và giúp lớp nền trông ẩm mịn tự nhiên.


Dùng phấn phủ Australis phủ lại toàn bộ mặt. 


Sau đó tiếp tục với các bước trang điểm tiếp theo.

 ",,
https://hasaki.vn/san-pham/che-khuyet-diem-silkygirl-dang-long-02-natural-2ml-91093.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422201005-1695366757_img_385x385_622873_fit_center.jpg,422201005,Kem Che Khuyết Điểm Silkygirl 02 Natural Tông Tự Nhiên 2ml,52,6,157.000 ₫,168.000 ₫,11.000 ₫,-7%,3.0,2,1,9555250054156,Silkygirl,Malaysia,,Da thường/Mọi loại da,,"
Thành phần đầy đủ:
Cyclopentasiloxane, Aqua (Water), Talc, Phenyl Trimethicone, Cetyl PEG/PPG-10/1 Dimethicone, PEG-10 Dimethicone, Glycerin, PVP, Trimethylsiloxysilicate, Polymethylsilsesquioxane, Magnesium Sulfate, Phenoxyethanol, Isododecane, Aluminum Hydroxide, Disteardimonium Hectorite, Perfluorooctyl Triethoxysilane, PEG/PPG-18/18 Dimethicone, Aluminum Dimyristate, Palmitic Acid, Chlorphenesin, Stearic Acid, PEG-10, Dimethicone Crosspolymer, Propylene Glycol, Albizia Julibrissin Bark Extract, Aluminum Chloride, Maltodextrin, Tocopherol, Arachidic Acid, Myristic Acid, Cucumis Sativus (Cucumber) Fruit Extract, Sodium Benzoate, Swertia Chirata Extract, Darutoside. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499). ","


Có thể sử dụng trước hoặc sau bước kem nền/ cushion. 


Lấy một lượng vừa phải apply lên vùng có khuyết điểm. 


Tán nhẹ nhàng và từ từ đến khi đạt được độ che phủ mong muốn. 


Sử dụng phấn phủ để giữ lớp nền lâu trôi.

 ",,"Da mệt mỏi, thiếu sức sống"
https://hasaki.vn/san-pham/che-khuyet-diem-va-tao-khoi-australis-tong-sang-7-5ml-moi-109740.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422213571-1703642360_img_385x385_622873_fit_center.png,422213571,Che Khuyết Điểm Và Tạo Khối Australis Tông Sáng 7.5ml (Mới),52,5,176.000 ₫,220.000 ₫,44.000 ₫,-20%,5.0,4,1,9312658627340,australis,Úc,,,Tất cả,"
Thành phần chính: 


Thành phần chứa Vitamin E & C cung cấp độ ẩm giúp da mềm mượt tránh bị cakey tạo rãnh nhăn, hỗ trợ ngăn ngừa lão hóa da.


Thành phần chi tiết:
Cyclopentasiloxane Aqua (Water) Silica Glycerin Phenyl trimethicone Butylene glycol PEG10 dimethicone Disteardimonium hectorite Talc Dimethiconevinyl dimethicone crosspolymer Cetyl PEGPPG101 dimethicone Polybutene Dimethicone Phenoxyethanol Isosteari. ","


Có thể sử dụng che khuyết điểm ở bước trước hoặc sau cushion/ nền. 


Hoặc sử dụng như tạo khối ở bước cuối cùng.

 ",2 in 1,
https://hasaki.vn/san-pham/kem-nen-colorkey-dang-long-lau-troi-w2-tong-tu-nhien-30g-117297.html,https://media.hcdn.vn/catalog/product/p/r/promotions-auto-kem-nen-colorkey-dang-long-lau-troi-w2-tong-tu-nhien-30g_xjjVHJC6rj5E2qCW_img_385x385_622873_fit_center.png,422218205,Kem Nền Colorkey Dạng Lỏng Lâu Trôi W2 Tông Tự Nhiên 30g,52,5,198.000 ₫,348.000 ₫,150.000 ₫,-43%,0.0,0,1,6975326785242,Colorkey,Trung Quốc,China,"Da dầu, hỗn hợp dầu",Tất cả,"
Water, Polyethylene, Glycol-30, Magnesium, Dipolyhydroxystearat, Glycerol, Stearate ","


Sử dụng sản phẩm này sau khi làm sạch và chăm sóc da cơ bản, và thoa đều một lượng thích hợp lên mặt.


Dùng bông mút, lấy một lượng phấn nước vừa đủ, vỗ đều khắp mặt và cổ. Có thể phủ thêm các sản phẩm phấn trang điểm bổ trợ để có được lớp nền lâu trôi hơn.

 ",Chống Nước/ Lâu Trôi,"Da dầu, lỗ chân lông to"
https://hasaki.vn/san-pham/phan-nen-cathy-doll-min-li-01-ivory-da-sang-hong-12g-105001.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422209957-1704447470_img_385x385_622873_fit_center.png,422209957,Phấn Nền Cathy Doll Mịn Lì 01 Ivory - Da Sáng Hồng 12g,52,4,269.000 ₫,,,,0.0,0,1,8858842092804,Cathy Doll,Thái Lan,,Da thường/Mọi loại da,Tất cả,"
Thành phần chính:


Tinh dầu Tràm Trà: ngăn ngừa vi khuẩn tích tụ, giảm viêm mụn.


Công nghệ vi bao Encapsulated Salicylic Acid: có khả năng thẩm thấu sâu xuống lỗ chân lông giúp kháng khuẩn, kháng viêm, làm giảm kích ứng da.


Allantoin: cải thiện da khô, thô ráp, nhạy cảm, dễ kích ứng do mụn.


Thành phần chi tiết: 
Talc, Mica, Titanium Dioxide, Dimethicone,Boron Nitride, Magnesium Stearate, Methyl Methacrylate Crosspolymer, Triethoxycaprylylsilane, Ethylhexyl Methoxycinnamate, Nylon-12, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Synthetic Fluorphlogopite,Paraffinum Liquidum, Aluminum Hydroxide, Cera Microcristallina, Acrylates/Perfluorohexylethyl Methacrylate Copolymer,Allantoin, Caprylhydroxamic Acid, Caprylyl Glycol, Glycerin, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Tocopheryl Acetate,Paraffin, Hydrolyzed Corn Starch, Zinc Oxide,Salicylic Acid, Cocamidopropyl Dimethylamine, Hydroxyapatite, Hydrated Silica, Polyquaternium-67,Ci 77492,Ci77491,Ci 77499 ","
Dùng bông lấy phấn và dặm nhẹ để phấn phủ đều khắp mặt và cổ, có thể dặm lại nhiều lần để đạt được độ che phủ hoàn hảo. ",Dạng Lì,Da mụn
https://hasaki.vn/san-pham/ma-hong-dang-thach-silkygirl-mau-hong-dao-02-lollipop-3g-90629.html,https://media.hcdn.vn/catalog/product/f/a/facebook-dynamic-422200621-1695367677_img_385x385_622873_fit_center.jpg,422200621,Má Hồng Dạng Thạch Silkygirl Màu Hồng Đào 02 Lollipop 3g,52,5,167.000 ₫,178.000 ₫,11.000 ₫,-6%,4.0,2,1,9555250055320,Silkygirl,Malaysia,,,Tất cả,"
Nội dung đang được cập nhật ","


Dùng cọ/bông phấn lấy một lượng phấn má vừa đủ, giũ nhẹ cho rơi bớt phấn dư và tán đều lên má.

 ",Dạng Lì,
